item,id,x,y
QLD,3,138.003802281369,-16.3688212927757
QLD,3,138.022813688213,-16.3878326996198
QLD,3,138.022813688213,-16.425855513308
QLD,3,138.079847908745,-16.4828897338403
QLD,3,138.098859315589,-16.4828897338403
QLD,3,138.117870722433,-16.5019011406844
QLD,3,138.155893536122,-16.5019011406844
QLD,3,138.174904942966,-16.5209125475285
QLD,3,138.212927756654,-16.5209125475285
QLD,3,138.250950570342,-16.5589353612167
QLD,3,138.269961977186,-16.5589353612167
QLD,3,138.307984790875,-16.5779467680608
QLD,3,138.346007604563,-16.5779467680608
QLD,3,138.365019011407,-16.5969581749049
QLD,3,138.422053231939,-16.615969581749
QLD,3,138.441064638783,-16.615969581749
QLD,3,138.479087452471,-16.6539923954373
QLD,3,138.61216730038,-16.6539923954373
QLD,3,138.650190114068,-16.6730038022814
QLD,3,138.764258555133,-16.6730038022814
QLD,3,138.783269961977,-16.6920152091255
QLD,3,138.821292775665,-16.6920152091255
QLD,3,138.840304182509,-16.7110266159696
QLD,3,138.878326996198,-16.7110266159696
QLD,3,138.916349809886,-16.7300380228137
QLD,3,138.954372623574,-16.7300380228137
QLD,3,138.992395437262,-16.7490494296578
QLD,3,139.011406844106,-16.7490494296578
QLD,3,139.049429657795,-16.7680608365019
QLD,3,139.087452471483,-16.8060836501901
QLD,3,139.125475285171,-16.8060836501901
QLD,3,139.125475285171,-16.8250950570342
QLD,3,139.144486692015,-16.8441064638783
QLD,3,139.144486692015,-16.8631178707224
QLD,3,139.201520912548,-16.8631178707224
QLD,3,139.201520912548,-16.8821292775665
QLD,3,139.220532319392,-16.9011406844106
QLD,3,139.220532319392,-16.9201520912548
QLD,3,139.239543726236,-16.9391634980989
QLD,3,139.239543726236,-16.958174904943
QLD,3,139.277566539924,-16.9771863117871
QLD,3,139.315589353612,-17.0342205323194
QLD,3,139.315589353612,-17.0532319391635
QLD,3,139.334600760456,-17.0532319391635
QLD,3,139.334600760456,-17.1863117870722
QLD,3,139.3536121673,-17.2053231939163
QLD,3,139.3536121673,-17.2243346007605
QLD,3,139.429657794677,-17.2623574144487
QLD,3,139.448669201521,-17.2813688212928
QLD,3,139.505703422053,-17.2813688212928
QLD,3,139.524714828897,-17.3003802281369
QLD,3,139.58174904943,-17.2813688212928
QLD,3,139.600760456274,-17.3003802281369
QLD,3,139.619771863118,-17.3384030418251
QLD,3,139.657794676806,-17.3574144486692
QLD,3,139.67680608365,-17.3764258555133
QLD,3,139.695817490494,-17.3764258555133
QLD,3,139.695817490494,-17.3954372623574
QLD,3,139.714828897338,-17.4144486692015
QLD,3,139.752851711027,-17.4334600760456
QLD,3,139.771863117871,-17.4334600760456
QLD,3,139.809885931559,-17.4714828897338
QLD,3,139.809885931559,-17.4904942965779
QLD,3,139.847908745247,-17.4904942965779
QLD,3,139.885931558935,-17.4904942965779
QLD,3,139.923954372624,-17.5095057034221
QLD,3,139.942965779468,-17.4904942965779
QLD,3,139.961977186312,-17.4904942965779
QLD,3,140.019011406844,-17.5475285171103
QLD,3,140.019011406844,-17.5665399239544
QLD,3,140.057034220532,-17.5855513307985
QLD,3,140.057034220532,-17.6045627376426
QLD,3,140.095057034221,-17.6235741444867
QLD,3,140.114068441065,-17.6235741444867
QLD,3,140.133079847909,-17.6425855513308
QLD,3,140.171102661597,-17.6235741444867
QLD,3,140.247148288973,-17.6235741444867
QLD,3,140.285171102662,-17.6045627376426
QLD,3,140.304182509506,-17.5855513307985
QLD,3,140.304182509506,-17.6045627376426
QLD,3,140.32319391635,-17.6045627376426
QLD,3,140.342205323194,-17.6235741444867
QLD,3,140.380228136882,-17.6045627376426
QLD,3,140.399239543726,-17.5855513307985
QLD,3,140.437262357414,-17.5855513307985
QLD,3,140.475285171103,-17.5665399239544
QLD,3,140.494296577947,-17.5665399239544
QLD,3,140.513307984791,-17.5475285171103
QLD,3,140.551330798479,-17.5285171102662
QLD,3,140.570342205323,-17.5285171102662
QLD,3,140.589353612167,-17.5095057034221
QLD,3,140.627376425856,-17.5095057034221
QLD,3,140.665399239544,-17.4714828897338
QLD,3,140.703422053232,-17.4714828897338
QLD,3,140.74144486692,-17.4334600760456
QLD,3,140.74144486692,-17.4144486692015
QLD,3,140.760456273764,-17.4334600760456
QLD,3,140.817490494297,-17.4334600760456
QLD,3,140.817490494297,-17.4144486692015
QLD,3,140.836501901141,-17.3764258555133
QLD,3,140.855513307985,-17.3574144486692
QLD,3,140.855513307985,-17.3764258555133
QLD,3,140.874524714829,-17.3764258555133
QLD,3,140.912547528517,-17.3954372623574
QLD,3,140.950570342205,-17.3574144486692
QLD,3,140.950570342205,-17.2623574144487
QLD,3,140.969581749049,-17.2243346007605
QLD,3,140.969581749049,-17.1292775665399
QLD,3,140.988593155894,-17.1102661596958
QLD,3,140.988593155894,-17.0342205323194
QLD,3,141.007604562738,-17.0152091254753
QLD,3,141.007604562738,-16.958174904943
QLD,3,140.988593155894,-16.9391634980989
QLD,3,141.007604562738,-16.9201520912548
QLD,3,141.007604562738,-16.9011406844106
QLD,3,141.06463878327,-16.8441064638783
QLD,3,141.06463878327,-16.8250950570342
QLD,3,141.083650190114,-16.8250950570342
QLD,3,141.121673003802,-16.7490494296578
QLD,3,141.140684410646,-16.7300380228137
QLD,3,141.159695817491,-16.6920152091255
QLD,3,141.197718631179,-16.6539923954373
QLD,3,141.216730038023,-16.615969581749
QLD,3,141.235741444867,-16.5969581749049
QLD,3,141.292775665399,-16.4828897338403
QLD,3,141.311787072243,-16.4638783269962
QLD,3,141.330798479087,-16.425855513308
QLD,3,141.311787072243,-16.4068441064639
QLD,3,141.311787072243,-16.3688212927757
QLD,3,141.292775665399,-16.3498098859316
QLD,3,141.311787072243,-16.3307984790875
QLD,3,141.311787072243,-16.2927756653992
QLD,3,141.330798479087,-16.2737642585551
QLD,3,141.330798479087,-16.254752851711
QLD,3,141.368821292776,-16.2167300380228
QLD,3,141.368821292776,-16.1406844106464
QLD,3,141.406844106464,-16.0836501901141
QLD,3,141.406844106464,-16.0266159695817
QLD,3,141.444866920152,-15.9885931558935
QLD,3,141.444866920152,-15.9315589353612
QLD,3,141.463878326996,-15.9125475285171
QLD,3,141.48288973384,-15.9125475285171
QLD,3,141.520912547529,-15.8745247148289
QLD,3,141.520912547529,-15.6844106463878
QLD,3,141.539923954373,-15.6653992395437
QLD,3,141.539923954373,-15.5703422053232
QLD,3,141.558935361217,-15.532319391635
QLD,3,141.558935361217,-15.4562737642586
QLD,3,141.577946768061,-15.4372623574144
QLD,3,141.596958174905,-15.3802281368821
QLD,3,141.596958174905,-15.361216730038
QLD,3,141.634980988593,-15.3231939163498
QLD,3,141.673003802281,-15.2281368821293
QLD,3,141.673003802281,-15.1901140684411
QLD,3,141.692015209125,-15.1520912547529
QLD,3,141.692015209125,-15.1140684410646
QLD,3,141.673003802281,-15.0950570342205
QLD,3,141.71102661597,-15.0760456273764
QLD,3,141.730038022814,-15.0380228136882
QLD,3,141.730038022814,-15
QLD,3,141.71102661597,-14.9429657794677
QLD,3,141.71102661597,-14.8479087452471
QLD,3,141.673003802281,-14.8098859315589
QLD,3,141.673003802281,-14.6958174904943
QLD,3,141.615969581749,-14.5627376425856
QLD,3,141.615969581749,-14.4486692015209
QLD,3,141.596958174905,-14.4106463878327
QLD,3,141.596958174905,-14.3916349809886
QLD,3,141.615969581749,-14.3536121673004
QLD,3,141.615969581749,-14.2965779467681
QLD,3,141.634980988593,-14.277566539924
QLD,3,141.653992395437,-14.2395437262357
QLD,3,141.653992395437,-14.1825095057034
QLD,3,141.634980988593,-14.1444866920152
QLD,3,141.653992395437,-14.0874524714829
QLD,3,141.653992395437,-14.0684410646388
QLD,3,141.634980988593,-14.0494296577947
QLD,3,141.634980988593,-14.0304182509506
QLD,3,141.615969581749,-14.0114068441065
QLD,3,141.596958174905,-13.9733840304183
QLD,3,141.596958174905,-13.9163498098859
QLD,3,141.577946768061,-13.8783269961977
QLD,3,141.577946768061,-13.745247148289
QLD,3,141.596958174905,-13.7072243346008
QLD,3,141.596958174905,-13.5931558935361
QLD,3,141.615969581749,-13.5551330798479
QLD,3,141.615969581749,-13.4980988593156
QLD,3,141.634980988593,-13.4790874524715
QLD,3,141.634980988593,-13.4600760456274
QLD,3,141.673003802281,-13.3650190114068
QLD,3,141.749049429658,-13.2889733840304
QLD,3,141.749049429658,-13.1939163498099
QLD,3,141.730038022814,-13.1749049429658
QLD,3,141.71102661597,-13.1749049429658
QLD,3,141.71102661597,-13.0608365019011
QLD,3,141.673003802281,-13.0228136882129
QLD,3,141.692015209125,-12.9847908745247
QLD,3,141.692015209125,-12.9657794676806
QLD,3,141.768060836502,-12.8897338403042
QLD,3,141.787072243346,-12.851711026616
QLD,3,141.787072243346,-12.7946768060837
QLD,3,141.80608365019,-12.7566539923954
QLD,3,141.844106463878,-12.7186311787072
QLD,3,141.863117870722,-12.7376425855513
QLD,3,141.882129277567,-12.7376425855513
QLD,3,141.901140684411,-12.7566539923954
QLD,3,141.901140684411,-12.7756653992395
QLD,3,141.920152091255,-12.8136882129278
QLD,3,141.920152091255,-12.8326996197719
QLD,3,141.939163498099,-12.851711026616
QLD,3,141.939163498099,-12.8707224334601
QLD,3,141.977186311787,-12.9087452471483
QLD,3,142.015209125475,-12.9087452471483
QLD,3,142.015209125475,-12.8707224334601
QLD,3,141.996197718631,-12.851711026616
QLD,3,141.996197718631,-12.7946768060837
QLD,3,142.034220532319,-12.7566539923954
QLD,3,142.015209125475,-12.7376425855513
QLD,3,141.996197718631,-12.7566539923954
QLD,3,141.958174904943,-12.7566539923954
QLD,3,141.939163498099,-12.7376425855513
QLD,3,141.939163498099,-12.6996197718631
QLD,3,141.901140684411,-12.680608365019
QLD,3,141.901140684411,-12.6235741444867
QLD,3,141.958174904943,-12.5665399239544
QLD,3,141.920152091255,-12.5665399239544
QLD,3,141.901140684411,-12.5855513307985
QLD,3,141.844106463878,-12.5855513307985
QLD,3,141.80608365019,-12.5665399239544
QLD,3,141.80608365019,-12.5475285171103
QLD,3,141.768060836502,-12.5475285171103
QLD,3,141.71102661597,-12.6045627376426
QLD,3,141.673003802281,-12.6045627376426
QLD,3,141.673003802281,-12.5855513307985
QLD,3,141.692015209125,-12.5475285171103
QLD,3,141.692015209125,-12.5285171102662
QLD,3,141.71102661597,-12.4904942965779
QLD,3,141.730038022814,-12.4904942965779
QLD,3,141.730038022814,-12.4524714828897
QLD,3,141.71102661597,-12.4334600760456
QLD,3,141.71102661597,-12.4144486692015
QLD,3,141.730038022814,-12.3954372623574
QLD,3,141.730038022814,-12.319391634981
QLD,3,141.71102661597,-12.2623574144487
QLD,3,141.749049429658,-12.2243346007605
QLD,3,141.768060836502,-12.2243346007605
QLD,3,141.787072243346,-12.2053231939163
QLD,3,141.787072243346,-12.1102661596958
QLD,3,141.80608365019,-12.0722433460076
QLD,3,141.825095057034,-12.0532319391635
QLD,3,141.825095057034,-12.0342205323194
QLD,3,141.844106463878,-12.0342205323194
QLD,3,141.920152091255,-11.958174904943
QLD,3,141.939163498099,-11.958174904943
QLD,3,141.958174904943,-11.9771863117871
QLD,3,141.977186311787,-12.0152091254753
QLD,3,141.996197718631,-12.0342205323194
QLD,3,141.996197718631,-12.0532319391635
QLD,3,142.034220532319,-12.0152091254753
QLD,3,142.034220532319,-11.9961977186312
QLD,3,142.053231939164,-11.9771863117871
QLD,3,142.091254752852,-11.9771863117871
QLD,3,142.110266159696,-11.958174904943
QLD,3,142.091254752852,-11.958174904943
QLD,3,142.072243346008,-11.9391634980989
QLD,3,142.053231939164,-11.9391634980989
QLD,3,142.034220532319,-11.9201520912548
QLD,3,142.034220532319,-11.8821292775665
QLD,3,141.977186311787,-11.8250950570342
QLD,3,141.996197718631,-11.787072243346
QLD,3,142.034220532319,-11.7680608365019
QLD,3,142.034220532319,-11.7110266159696
QLD,3,142.053231939164,-11.6730038022814
QLD,3,142.053231939164,-11.6349809885932
QLD,3,142.072243346008,-11.6349809885932
QLD,3,142.072243346008,-11.5399239543726
QLD,3,142.091254752852,-11.5209125475285
QLD,3,142.091254752852,-11.1406844106464
QLD,3,142.072243346008,-11.1216730038023
QLD,3,142.072243346008,-11.0836501901141
QLD,3,142.053231939164,-11.06463878327
QLD,3,142.072243346008,-11.06463878327
QLD,3,142.091254752852,-11.0456273764259
QLD,3,142.091254752852,-11.0266159695817
QLD,3,142.110266159696,-11.0266159695817
QLD,3,142.167300380228,-10.9695817490494
QLD,3,142.186311787072,-10.9695817490494
QLD,3,142.186311787072,-10.9505703422053
QLD,3,142.243346007605,-10.9315589353612
QLD,3,142.699619771863,-11.0266159695817
QLD,3,142.699619771863,-11.0456273764259
QLD,3,142.756653992395,-11.1026615969582
QLD,3,142.756653992395,-11.1216730038023
QLD,3,142.77566539924,-11.1406844106464
QLD,3,142.77566539924,-11.1787072243346
QLD,3,142.794676806084,-11.2167300380228
QLD,3,142.794676806084,-11.3307984790875
QLD,3,142.832699619772,-11.3688212927757
QLD,3,142.832699619772,-11.4828897338403
QLD,3,142.813688212928,-11.5019011406844
QLD,3,142.813688212928,-11.5589353612167
QLD,3,142.832699619772,-11.5969581749049
QLD,3,142.832699619772,-11.6349809885932
QLD,3,142.851711026616,-11.7110266159696
QLD,3,142.87072243346,-11.7110266159696
QLD,3,142.87072243346,-11.7680608365019
QLD,3,142.908745247148,-11.8631178707224
QLD,3,142.927756653992,-11.8821292775665
QLD,3,142.927756653992,-11.9011406844106
QLD,3,142.946768060836,-11.9011406844106
QLD,3,142.965779467681,-11.9201520912548
QLD,3,143.003802281369,-11.9201520912548
QLD,3,143.022813688213,-11.9391634980989
QLD,3,143.098859315589,-11.9011406844106
QLD,3,143.136882129278,-11.9011406844106
QLD,3,143.155893536122,-11.9201520912548
QLD,3,143.174904942966,-11.9201520912548
QLD,3,143.19391634981,-11.9391634980989
QLD,3,143.19391634981,-11.9961977186312
QLD,3,143.155893536122,-12.0342205323194
QLD,3,143.136882129278,-12.0722433460076
QLD,3,143.117870722433,-12.0722433460076
QLD,3,143.098859315589,-12.1102661596958
QLD,3,143.098859315589,-12.1292775665399
QLD,3,143.079847908745,-12.148288973384
QLD,3,143.079847908745,-12.1863117870722
QLD,3,143.098859315589,-12.2053231939163
QLD,3,143.098859315589,-12.2813688212928
QLD,3,143.136882129278,-12.3003802281369
QLD,3,143.155893536122,-12.3003802281369
QLD,3,143.19391634981,-12.3384030418251
QLD,3,143.231939163498,-12.3574144486692
QLD,3,143.250950570342,-12.3954372623574
QLD,3,143.269961977186,-12.4144486692015
QLD,3,143.269961977186,-12.4714828897338
QLD,3,143.384030418251,-12.5855513307985
QLD,3,143.403041825095,-12.6235741444867
QLD,3,143.422053231939,-12.6235741444867
QLD,3,143.422053231939,-12.6425855513308
QLD,3,143.403041825095,-12.6615969581749
QLD,3,143.384030418251,-12.6996197718631
QLD,3,143.384030418251,-12.8707224334601
QLD,3,143.403041825095,-12.8707224334601
QLD,3,143.403041825095,-12.851711026616
QLD,3,143.422053231939,-12.8326996197719
QLD,3,143.460076045627,-12.8136882129278
QLD,3,143.51711026616,-12.8136882129278
QLD,3,143.536121673004,-12.851711026616
QLD,3,143.536121673004,-12.9277566539924
QLD,3,143.51711026616,-12.9467680608365
QLD,3,143.498098859316,-12.9847908745247
QLD,3,143.498098859316,-13.0988593155894
QLD,3,143.536121673004,-13.1368821292776
QLD,3,143.536121673004,-13.3460076045627
QLD,3,143.555133079848,-13.3650190114068
QLD,3,143.555133079848,-13.384030418251
QLD,3,143.574144486692,-13.4030418250951
QLD,3,143.61216730038,-13.4790874524715
QLD,3,143.61216730038,-13.5171102661597
QLD,3,143.593155893536,-13.5551330798479
QLD,3,143.593155893536,-13.745247148289
QLD,3,143.61216730038,-13.7832699619772
QLD,3,143.61216730038,-13.8593155893536
QLD,3,143.631178707224,-13.9163498098859
QLD,3,143.650190114068,-13.93536121673
QLD,3,143.669201520913,-13.9923954372624
QLD,3,143.669201520913,-14.0114068441065
QLD,3,143.688212927757,-14.0304182509506
QLD,3,143.707224334601,-14.0684410646388
QLD,3,143.707224334601,-14.0874524714829
QLD,3,143.745247148289,-14.1825095057034
QLD,3,143.745247148289,-14.2015209125475
QLD,3,143.764258555133,-14.2395437262357
QLD,3,143.764258555133,-14.2965779467681
QLD,3,143.783269961977,-14.2965779467681
QLD,3,143.783269961977,-14.3155893536122
QLD,3,143.802281368821,-14.3155893536122
QLD,3,143.840304182509,-14.3536121673004
QLD,3,143.878326996198,-14.4106463878327
QLD,3,144.049429657795,-14.4106463878327
QLD,3,144.068441064639,-14.3916349809886
QLD,3,144.087452471483,-14.3536121673004
QLD,3,144.144486692015,-14.3536121673004
QLD,3,144.182509505703,-14.3346007604563
QLD,3,144.182509505703,-14.277566539924
QLD,3,144.201520912548,-14.2205323193916
QLD,3,144.220532319392,-14.2015209125475
QLD,3,144.372623574144,-14.2015209125475
QLD,3,144.391634980989,-14.1825095057034
QLD,3,144.410646387833,-14.1825095057034
QLD,3,144.448669201521,-14.1634980988593
QLD,3,144.467680608365,-14.1444866920152
QLD,3,144.486692015209,-14.1444866920152
QLD,3,144.524714828897,-14.1634980988593
QLD,3,144.562737642586,-14.2015209125475
QLD,3,144.58174904943,-14.2395437262357
QLD,3,144.58174904943,-14.2965779467681
QLD,3,144.619771863118,-14.2965779467681
QLD,3,144.657794676806,-14.3346007604563
QLD,3,144.638783269962,-14.3536121673004
QLD,3,144.638783269962,-14.4106463878327
QLD,3,144.67680608365,-14.467680608365
QLD,3,144.695817490494,-14.467680608365
QLD,3,144.695817490494,-14.4866920152091
QLD,3,144.733840304183,-14.5057034220532
QLD,3,144.752851711027,-14.5247148288973
QLD,3,145.399239543726,-14.5247148288973
QLD,3,145.456273764259,-14.5627376425856
QLD,3,145.475285171103,-14.6007604562738
QLD,3,145.513307984791,-14.6007604562738
QLD,3,145.532319391635,-14.6197718631179
QLD,3,145.342205323194,-14.7908745247148
QLD,3,145.399239543726,-14.7908745247148
QLD,3,145.361216730038,-14.8098859315589
QLD,3,145.342205323194,-14.828897338403
QLD,3,145.342205323194,-14.8479087452471
QLD,3,145.361216730038,-14.8669201520913
QLD,3,145.399239543726,-14.8669201520913
QLD,3,145.41825095057,-14.8859315589354
QLD,3,145.380228136882,-14.9809885931559
QLD,3,145.342205323194,-15.0190114068441
QLD,3,145.32319391635,-15.0570342205323
QLD,3,145.32319391635,-15.0760456273764
QLD,3,145.342205323194,-15.1140684410646
QLD,3,145.342205323194,-15.1330798479087
QLD,3,145.32319391635,-15.1330798479087
QLD,3,145.32319391635,-15.171102661597
QLD,3,145.342205323194,-15.1901140684411
QLD,3,145.380228136882,-15.1901140684411
QLD,3,145.399239543726,-15.171102661597
QLD,3,145.437262357414,-15.171102661597
QLD,3,145.399239543726,-15.1901140684411
QLD,3,145.399239543726,-15.2091254752852
QLD,3,145.380228136882,-15.2281368821293
QLD,3,145.361216730038,-15.2851711026616
QLD,3,145.361216730038,-15.3041825095057
QLD,3,145.32319391635,-15.3231939163498
QLD,3,145.32319391635,-15.3802281368821
QLD,3,145.342205323194,-15.3992395437262
QLD,3,145.32319391635,-15.4182509505703
QLD,3,145.32319391635,-15.4562737642586
QLD,3,145.342205323194,-15.4562737642586
QLD,3,145.342205323194,-15.4942965779468
QLD,3,145.361216730038,-15.5133079847909
QLD,3,145.361216730038,-15.5703422053232
QLD,3,145.380228136882,-15.6653992395437
QLD,3,145.399239543726,-15.7034220532319
QLD,3,145.399239543726,-15.7794676806084
QLD,3,145.41825095057,-15.7984790874525
QLD,3,145.41825095057,-15.8174904942966
QLD,3,145.399239543726,-15.8555133079848
QLD,3,145.399239543726,-15.893536121673
QLD,3,145.437262357414,-15.893536121673
QLD,3,145.475285171103,-15.9125475285171
QLD,3,145.494296577947,-15.9315589353612
QLD,3,145.513307984791,-15.9695817490494
QLD,3,145.513307984791,-16.2167300380228
QLD,3,145.494296577947,-16.2167300380228
QLD,3,145.494296577947,-16.2357414448669
QLD,3,145.475285171103,-16.254752851711
QLD,3,145.475285171103,-16.3117870722433
QLD,3,145.494296577947,-16.3307984790875
QLD,3,145.475285171103,-16.3307984790875
QLD,3,145.513307984791,-16.3688212927757
QLD,3,145.532319391635,-16.425855513308
QLD,3,145.589353612167,-16.4828897338403
QLD,3,145.627376425856,-16.5399239543726
QLD,3,145.627376425856,-16.5589353612167
QLD,3,145.665399239544,-16.5969581749049
QLD,3,145.684410646388,-16.5969581749049
QLD,3,145.684410646388,-16.615969581749
QLD,3,145.779467680608,-16.7110266159696
QLD,3,145.817490494297,-16.7300380228137
QLD,3,145.817490494297,-16.7680608365019
QLD,3,145.836501901141,-16.787072243346
QLD,3,145.836501901141,-16.8060836501901
QLD,3,145.855513307985,-16.8060836501901
QLD,3,145.855513307985,-16.787072243346
QLD,3,145.988593155894,-16.787072243346
QLD,3,145.988593155894,-16.8060836501901
QLD,3,145.969581749049,-16.8250950570342
QLD,3,145.969581749049,-16.9011406844106
QLD,3,145.950570342205,-16.9201520912548
QLD,3,145.931558935361,-16.958174904943
QLD,3,145.988593155894,-17.0152091254753
QLD,3,145.988593155894,-17.0532319391635
QLD,3,146.007604562738,-17.0722433460076
QLD,3,146.007604562738,-17.1102661596958
QLD,3,146.026615969582,-17.1292775665399
QLD,3,146.045627376426,-17.1673003802281
QLD,3,146.045627376426,-17.2053231939163
QLD,3,146.06463878327,-17.2433460076046
QLD,3,146.083650190114,-17.2623574144487
QLD,3,146.083650190114,-17.3003802281369
QLD,3,146.121673003802,-17.3384030418251
